wav,class_string,ID,Name,subclass,fold
cryceleb_1851.wav,positive,1851,cryceleb_1851,cryceleb,1
cryceleb_2343.wav,positive,2343,cryceleb_2343,cryceleb,1
cryceleb_3893.wav,positive,3893,cryceleb_3893,cryceleb,1
cryceleb_2586.wav,positive,2586,cryceleb_2586,cryceleb,1
cryceleb_2166.wav,positive,2166,cryceleb_2166,cryceleb,1
cryceleb_1406.wav,positive,1406,cryceleb_1406,cryceleb,1
cryceleb_3878.wav,positive,3878,cryceleb_3878,cryceleb,1
cryceleb_2672.wav,positive,2672,cryceleb_2672,cryceleb,1
cryceleb_582.wav,positive,582,cryceleb_582,cryceleb,1
cryceleb_3191.wav,positive,3191,cryceleb_3191,cryceleb,1
cryceleb_4118.wav,positive,4118,cryceleb_4118,cryceleb,1
cryceleb_4022.wav,positive,4022,cryceleb_4022,cryceleb,1
cryceleb_2250.wav,positive,2250,cryceleb_2250,cryceleb,1
cryceleb_2517.wav,positive,2517,cryceleb_2517,cryceleb,1
cryceleb_1230.wav,positive,1230,cryceleb_1230,cryceleb,1
cryceleb_389.wav,positive,389,cryceleb_389,cryceleb,1
cryceleb_4219.wav,positive,4219,cryceleb_4219,cryceleb,1
cryceleb_1194.wav,positive,1194,cryceleb_1194,cryceleb,1
cryceleb_2291.wav,positive,2291,cryceleb_2291,cryceleb,1
cryceleb_924.wav,positive,924,cryceleb_924,cryceleb,1
cryceleb_1849.wav,positive,1849,cryceleb_1849,cryceleb,1
cryceleb_4523.wav,positive,4523,cryceleb_4523,cryceleb,1
cryceleb_163.wav,positive,163,cryceleb_163,cryceleb,1
cryceleb_3718.wav,positive,3718,cryceleb_3718,cryceleb,1
cryceleb_2478.wav,positive,2478,cryceleb_2478,cryceleb,1
cryceleb_1280.wav,positive,1280,cryceleb_1280,cryceleb,1
cryceleb_1046.wav,positive,1046,cryceleb_1046,cryceleb,1
cryceleb_563.wav,positive,563,cryceleb_563,cryceleb,1
cryceleb_1396.wav,positive,1396,cryceleb_1396,cryceleb,1
cryceleb_2948.wav,positive,2948,cryceleb_2948,cryceleb,1
cryceleb_299.wav,positive,299,cryceleb_299,cryceleb,1
cryceleb_4114.wav,positive,4114,cryceleb_4114,cryceleb,1
cryceleb_3631.wav,positive,3631,cryceleb_3631,cryceleb,1
cryceleb_2664.wav,positive,2664,cryceleb_2664,cryceleb,1
cryceleb_2342.wav,positive,2342,cryceleb_2342,cryceleb,1
cryceleb_2422.wav,positive,2422,cryceleb_2422,cryceleb,1
cryceleb_4421.wav,positive,4421,cryceleb_4421,cryceleb,1
cryceleb_940.wav,positive,940,cryceleb_940,cryceleb,1
cryceleb_2675.wav,positive,2675,cryceleb_2675,cryceleb,1
cryceleb_3393.wav,positive,3393,cryceleb_3393,cryceleb,1
cryceleb_1052.wav,positive,1052,cryceleb_1052,cryceleb,1
cryceleb_3485.wav,positive,3485,cryceleb_3485,cryceleb,1
cryceleb_1617.wav,positive,1617,cryceleb_1617,cryceleb,1
cryceleb_4150.wav,positive,4150,cryceleb_4150,cryceleb,1
cryceleb_909.wav,positive,909,cryceleb_909,cryceleb,1
cryceleb_3774.wav,positive,3774,cryceleb_3774,cryceleb,1
cryceleb_800.wav,positive,800,cryceleb_800,cryceleb,1
cryceleb_4534.wav,positive,4534,cryceleb_4534,cryceleb,1
cryceleb_1102.wav,positive,1102,cryceleb_1102,cryceleb,1
cryceleb_2772.wav,positive,2772,cryceleb_2772,cryceleb,1
cryceleb_4169.wav,positive,4169,cryceleb_4169,cryceleb,1
cryceleb_4277.wav,positive,4277,cryceleb_4277,cryceleb,1
cryceleb_1714.wav,positive,1714,cryceleb_1714,cryceleb,1
cryceleb_61.wav,positive,61,cryceleb_61,cryceleb,1
cryceleb_4478.wav,positive,4478,cryceleb_4478,cryceleb,1
cryceleb_541.wav,positive,541,cryceleb_541,cryceleb,1
cryceleb_785.wav,positive,785,cryceleb_785,cryceleb,1
cryceleb_3061.wav,positive,3061,cryceleb_3061,cryceleb,1
cryceleb_1368.wav,positive,1368,cryceleb_1368,cryceleb,1
cryceleb_205.wav,positive,205,cryceleb_205,cryceleb,1
cryceleb_1311.wav,positive,1311,cryceleb_1311,cryceleb,1
cryceleb_1777.wav,positive,1777,cryceleb_1777,cryceleb,1
cryceleb_1878.wav,positive,1878,cryceleb_1878,cryceleb,1
cryceleb_943.wav,positive,943,cryceleb_943,cryceleb,1
cryceleb_2749.wav,positive,2749,cryceleb_2749,cryceleb,1
cryceleb_1623.wav,positive,1623,cryceleb_1623,cryceleb,1
cryceleb_3891.wav,positive,3891,cryceleb_3891,cryceleb,1
cryceleb_3967.wav,positive,3967,cryceleb_3967,cryceleb,1
cryceleb_952.wav,positive,952,cryceleb_952,cryceleb,1
cryceleb_966.wav,positive,966,cryceleb_966,cryceleb,1
cryceleb_2980.wav,positive,2980,cryceleb_2980,cryceleb,1
cryceleb_2541.wav,positive,2541,cryceleb_2541,cryceleb,1
cryceleb_3229.wav,positive,3229,cryceleb_3229,cryceleb,1
cryceleb_3148.wav,positive,3148,cryceleb_3148,cryceleb,1
cryceleb_3347.wav,positive,3347,cryceleb_3347,cryceleb,1
cryceleb_1511.wav,positive,1511,cryceleb_1511,cryceleb,1
cryceleb_3816.wav,positive,3816,cryceleb_3816,cryceleb,1
cryceleb_3514.wav,positive,3514,cryceleb_3514,cryceleb,1
cryceleb_2275.wav,positive,2275,cryceleb_2275,cryceleb,1
cryceleb_2390.wav,positive,2390,cryceleb_2390,cryceleb,1
cryceleb_4402.wav,positive,4402,cryceleb_4402,cryceleb,1
cryceleb_4417.wav,positive,4417,cryceleb_4417,cryceleb,1
cryceleb_4316.wav,positive,4316,cryceleb_4316,cryceleb,1
cryceleb_3870.wav,positive,3870,cryceleb_3870,cryceleb,1
cryceleb_4388.wav,positive,4388,cryceleb_4388,cryceleb,1
cryceleb_1752.wav,positive,1752,cryceleb_1752,cryceleb,1
cryceleb_2125.wav,positive,2125,cryceleb_2125,cryceleb,1
cryceleb_1419.wav,positive,1419,cryceleb_1419,cryceleb,1
cryceleb_128.wav,positive,128,cryceleb_128,cryceleb,1
cryceleb_1994.wav,positive,1994,cryceleb_1994,cryceleb,1
cryceleb_1934.wav,positive,1934,cryceleb_1934,cryceleb,1
cryceleb_3480.wav,positive,3480,cryceleb_3480,cryceleb,1
cryceleb_387.wav,positive,387,cryceleb_387,cryceleb,1
cryceleb_276.wav,positive,276,cryceleb_276,cryceleb,1
cryceleb_957.wav,positive,957,cryceleb_957,cryceleb,1
cryceleb_3512.wav,positive,3512,cryceleb_3512,cryceleb,1
cryceleb_2514.wav,positive,2514,cryceleb_2514,cryceleb,1
cryceleb_4295.wav,positive,4295,cryceleb_4295,cryceleb,1
cryceleb_1946.wav,positive,1946,cryceleb_1946,cryceleb,1
cryceleb_1076.wav,positive,1076,cryceleb_1076,cryceleb,1
cryceleb_574.wav,positive,574,cryceleb_574,cryceleb,1
cryceleb_3389.wav,positive,3389,cryceleb_3389,cryceleb,1
cryceleb_2333.wav,positive,2333,cryceleb_2333,cryceleb,1
cryceleb_1444.wav,positive,1444,cryceleb_1444,cryceleb,1
cryceleb_179.wav,positive,179,cryceleb_179,cryceleb,1
cryceleb_2371.wav,positive,2371,cryceleb_2371,cryceleb,1
cryceleb_1388.wav,positive,1388,cryceleb_1388,cryceleb,1
cryceleb_1561.wav,positive,1561,cryceleb_1561,cryceleb,1
cryceleb_2573.wav,positive,2573,cryceleb_2573,cryceleb,1
cryceleb_1626.wav,positive,1626,cryceleb_1626,cryceleb,1
cryceleb_4095.wav,positive,4095,cryceleb_4095,cryceleb,1
cryceleb_2477.wav,positive,2477,cryceleb_2477,cryceleb,1
cryceleb_4104.wav,positive,4104,cryceleb_4104,cryceleb,1
cryceleb_2519.wav,positive,2519,cryceleb_2519,cryceleb,1
cryceleb_4546.wav,positive,4546,cryceleb_4546,cryceleb,1
cryceleb_2401.wav,positive,2401,cryceleb_2401,cryceleb,1
cryceleb_681.wav,positive,681,cryceleb_681,cryceleb,1
cryceleb_2592.wav,positive,2592,cryceleb_2592,cryceleb,1
cryceleb_2357.wav,positive,2357,cryceleb_2357,cryceleb,1
cryceleb_300.wav,positive,300,cryceleb_300,cryceleb,1
cryceleb_1614.wav,positive,1614,cryceleb_1614,cryceleb,1
cryceleb_1613.wav,positive,1613,cryceleb_1613,cryceleb,1
cryceleb_3594.wav,positive,3594,cryceleb_3594,cryceleb,1
cryceleb_703.wav,positive,703,cryceleb_703,cryceleb,1
cryceleb_2801.wav,positive,2801,cryceleb_2801,cryceleb,1
cryceleb_1979.wav,positive,1979,cryceleb_1979,cryceleb,1
cryceleb_2500.wav,positive,2500,cryceleb_2500,cryceleb,1
cryceleb_683.wav,positive,683,cryceleb_683,cryceleb,1
cryceleb_3287.wav,positive,3287,cryceleb_3287,cryceleb,1
cryceleb_837.wav,positive,837,cryceleb_837,cryceleb,1
cryceleb_201.wav,positive,201,cryceleb_201,cryceleb,1
cryceleb_2510.wav,positive,2510,cryceleb_2510,cryceleb,1
cryceleb_3669.wav,positive,3669,cryceleb_3669,cryceleb,1
cryceleb_3122.wav,positive,3122,cryceleb_3122,cryceleb,1
cryceleb_3106.wav,positive,3106,cryceleb_3106,cryceleb,1
cryceleb_2862.wav,positive,2862,cryceleb_2862,cryceleb,1
cryceleb_1804.wav,positive,1804,cryceleb_1804,cryceleb,1
cryceleb_3826.wav,positive,3826,cryceleb_3826,cryceleb,1
cryceleb_1314.wav,positive,1314,cryceleb_1314,cryceleb,1
cryceleb_2480.wav,positive,2480,cryceleb_2480,cryceleb,1
cryceleb_2015.wav,positive,2015,cryceleb_2015,cryceleb,1
cryceleb_965.wav,positive,965,cryceleb_965,cryceleb,1
cryceleb_325.wav,positive,325,cryceleb_325,cryceleb,1
cryceleb_458.wav,positive,458,cryceleb_458,cryceleb,1
cryceleb_1086.wav,positive,1086,cryceleb_1086,cryceleb,1
cryceleb_3237.wav,positive,3237,cryceleb_3237,cryceleb,1
cryceleb_4231.wav,positive,4231,cryceleb_4231,cryceleb,1
cryceleb_4113.wav,positive,4113,cryceleb_4113,cryceleb,1
cryceleb_2329.wav,positive,2329,cryceleb_2329,cryceleb,1
cryceleb_4102.wav,positive,4102,cryceleb_4102,cryceleb,1
cryceleb_3904.wav,positive,3904,cryceleb_3904,cryceleb,1
cryceleb_2473.wav,positive,2473,cryceleb_2473,cryceleb,1
cryceleb_869.wav,positive,869,cryceleb_869,cryceleb,1
cryceleb_732.wav,positive,732,cryceleb_732,cryceleb,1
cryceleb_2715.wav,positive,2715,cryceleb_2715,cryceleb,1
cryceleb_4266.wav,positive,4266,cryceleb_4266,cryceleb,1
cryceleb_1305.wav,positive,1305,cryceleb_1305,cryceleb,1
cryceleb_2308.wav,positive,2308,cryceleb_2308,cryceleb,1
cryceleb_2652.wav,positive,2652,cryceleb_2652,cryceleb,1
cryceleb_141.wav,positive,141,cryceleb_141,cryceleb,1
cryceleb_4491.wav,positive,4491,cryceleb_4491,cryceleb,1
cryceleb_1343.wav,positive,1343,cryceleb_1343,cryceleb,1
cryceleb_3798.wav,positive,3798,cryceleb_3798,cryceleb,1
cryceleb_653.wav,positive,653,cryceleb_653,cryceleb,1
cryceleb_3322.wav,positive,3322,cryceleb_3322,cryceleb,1
cryceleb_256.wav,positive,256,cryceleb_256,cryceleb,1
cryceleb_962.wav,positive,962,cryceleb_962,cryceleb,1
cryceleb_3488.wav,positive,3488,cryceleb_3488,cryceleb,1
cryceleb_1485.wav,positive,1485,cryceleb_1485,cryceleb,1
cryceleb_1459.wav,positive,1459,cryceleb_1459,cryceleb,1
cryceleb_3698.wav,positive,3698,cryceleb_3698,cryceleb,1
cryceleb_2449.wav,positive,2449,cryceleb_2449,cryceleb,1
cryceleb_666.wav,positive,666,cryceleb_666,cryceleb,1
cryceleb_3364.wav,positive,3364,cryceleb_3364,cryceleb,1
cryceleb_4233.wav,positive,4233,cryceleb_4233,cryceleb,1
cryceleb_1318.wav,positive,1318,cryceleb_1318,cryceleb,1
cryceleb_1812.wav,positive,1812,cryceleb_1812,cryceleb,1
cryceleb_504.wav,positive,504,cryceleb_504,cryceleb,1
cryceleb_2750.wav,positive,2750,cryceleb_2750,cryceleb,1
cryceleb_2701.wav,positive,2701,cryceleb_2701,cryceleb,1
cryceleb_3226.wav,positive,3226,cryceleb_3226,cryceleb,1
cryceleb_3741.wav,positive,3741,cryceleb_3741,cryceleb,1
cryceleb_1458.wav,positive,1458,cryceleb_1458,cryceleb,1
cryceleb_3784.wav,positive,3784,cryceleb_3784,cryceleb,1
cryceleb_2564.wav,positive,2564,cryceleb_2564,cryceleb,1
cryceleb_1129.wav,positive,1129,cryceleb_1129,cryceleb,1
cryceleb_3489.wav,positive,3489,cryceleb_3489,cryceleb,1
cryceleb_3211.wav,positive,3211,cryceleb_3211,cryceleb,1
cryceleb_4.wav,positive,4,cryceleb_4,cryceleb,1
cryceleb_1510.wav,positive,1510,cryceleb_1510,cryceleb,1
cryceleb_2218.wav,positive,2218,cryceleb_2218,cryceleb,1
cryceleb_1838.wav,positive,1838,cryceleb_1838,cryceleb,1
cryceleb_4075.wav,positive,4075,cryceleb_4075,cryceleb,1
cryceleb_3945.wav,positive,3945,cryceleb_3945,cryceleb,1
cryceleb_4365.wav,positive,4365,cryceleb_4365,cryceleb,1
cryceleb_4084.wav,positive,4084,cryceleb_4084,cryceleb,1
cryceleb_3033.wav,positive,3033,cryceleb_3033,cryceleb,1
cryceleb_3526.wav,positive,3526,cryceleb_3526,cryceleb,1
cryceleb_3227.wav,positive,3227,cryceleb_3227,cryceleb,1
cryceleb_1439.wav,positive,1439,cryceleb_1439,cryceleb,1
cryceleb_2128.wav,positive,2128,cryceleb_2128,cryceleb,1
cryceleb_1842.wav,positive,1842,cryceleb_1842,cryceleb,1
cryceleb_1567.wav,positive,1567,cryceleb_1567,cryceleb,1
cryceleb_324.wav,positive,324,cryceleb_324,cryceleb,1
cryceleb_18.wav,positive,18,cryceleb_18,cryceleb,1
cryceleb_2135.wav,positive,2135,cryceleb_2135,cryceleb,1
cryceleb_4077.wav,positive,4077,cryceleb_4077,cryceleb,1
cryceleb_37.wav,positive,37,cryceleb_37,cryceleb,1
cryceleb_596.wav,positive,596,cryceleb_596,cryceleb,1
cryceleb_937.wav,positive,937,cryceleb_937,cryceleb,1
cryceleb_1290.wav,positive,1290,cryceleb_1290,cryceleb,1
cryceleb_3937.wav,positive,3937,cryceleb_3937,cryceleb,1
cryceleb_1784.wav,positive,1784,cryceleb_1784,cryceleb,1
cryceleb_3410.wav,positive,3410,cryceleb_3410,cryceleb,1
cryceleb_79.wav,positive,79,cryceleb_79,cryceleb,1
cryceleb_3214.wav,positive,3214,cryceleb_3214,cryceleb,1
cryceleb_2174.wav,positive,2174,cryceleb_2174,cryceleb,1
cryceleb_3923.wav,positive,3923,cryceleb_3923,cryceleb,1
cryceleb_415.wav,positive,415,cryceleb_415,cryceleb,1
cryceleb_4256.wav,positive,4256,cryceleb_4256,cryceleb,1
cryceleb_3932.wav,positive,3932,cryceleb_3932,cryceleb,1
cryceleb_2193.wav,positive,2193,cryceleb_2193,cryceleb,1
cryceleb_2827.wav,positive,2827,cryceleb_2827,cryceleb,1
cryceleb_1020.wav,positive,1020,cryceleb_1020,cryceleb,1
cryceleb_1998.wav,positive,1998,cryceleb_1998,cryceleb,1
cryceleb_1476.wav,positive,1476,cryceleb_1476,cryceleb,1
cryceleb_1597.wav,positive,1597,cryceleb_1597,cryceleb,1
cryceleb_868.wav,positive,868,cryceleb_868,cryceleb,1
cryceleb_2319.wav,positive,2319,cryceleb_2319,cryceleb,1
cryceleb_2773.wav,positive,2773,cryceleb_2773,cryceleb,1
cryceleb_3576.wav,positive,3576,cryceleb_3576,cryceleb,1
cryceleb_2687.wav,positive,2687,cryceleb_2687,cryceleb,1
cryceleb_2739.wav,positive,2739,cryceleb_2739,cryceleb,1
cryceleb_2532.wav,positive,2532,cryceleb_2532,cryceleb,1
cryceleb_2482.wav,positive,2482,cryceleb_2482,cryceleb,1
cryceleb_489.wav,positive,489,cryceleb_489,cryceleb,1
cryceleb_2861.wav,positive,2861,cryceleb_2861,cryceleb,1
cryceleb_1668.wav,positive,1668,cryceleb_1668,cryceleb,1
cryceleb_733.wav,positive,733,cryceleb_733,cryceleb,1
cryceleb_3680.wav,positive,3680,cryceleb_3680,cryceleb,1
cryceleb_3233.wav,positive,3233,cryceleb_3233,cryceleb,1
cryceleb_2190.wav,positive,2190,cryceleb_2190,cryceleb,1
cryceleb_793.wav,positive,793,cryceleb_793,cryceleb,1
cryceleb_4049.wav,positive,4049,cryceleb_4049,cryceleb,1
cryceleb_2323.wav,positive,2323,cryceleb_2323,cryceleb,1
cryceleb_2263.wav,positive,2263,cryceleb_2263,cryceleb,1
cryceleb_4540.wav,positive,4540,cryceleb_4540,cryceleb,1
cryceleb_2374.wav,positive,2374,cryceleb_2374,cryceleb,1
cryceleb_4063.wav,positive,4063,cryceleb_4063,cryceleb,1
cryceleb_1952.wav,positive,1952,cryceleb_1952,cryceleb,1
cryceleb_3764.wav,positive,3764,cryceleb_3764,cryceleb,1
cryceleb_3938.wav,positive,3938,cryceleb_3938,cryceleb,1
cryceleb_511.wav,positive,511,cryceleb_511,cryceleb,1
cryceleb_3353.wav,positive,3353,cryceleb_3353,cryceleb,1
cryceleb_2387.wav,positive,2387,cryceleb_2387,cryceleb,1
cryceleb_1592.wav,positive,1592,cryceleb_1592,cryceleb,1
cryceleb_1277.wav,positive,1277,cryceleb_1277,cryceleb,1
cryceleb_4207.wav,positive,4207,cryceleb_4207,cryceleb,1
cryceleb_1738.wav,positive,1738,cryceleb_1738,cryceleb,1
cryceleb_4171.wav,positive,4171,cryceleb_4171,cryceleb,1
cryceleb_2703.wav,positive,2703,cryceleb_2703,cryceleb,1
cryceleb_3983.wav,positive,3983,cryceleb_3983,cryceleb,1
cryceleb_2882.wav,positive,2882,cryceleb_2882,cryceleb,1
cryceleb_2508.wav,positive,2508,cryceleb_2508,cryceleb,1
cryceleb_3064.wav,positive,3064,cryceleb_3064,cryceleb,1
cryceleb_1601.wav,positive,1601,cryceleb_1601,cryceleb,1
cryceleb_1147.wav,positive,1147,cryceleb_1147,cryceleb,1
cryceleb_3685.wav,positive,3685,cryceleb_3685,cryceleb,1
cryceleb_3363.wav,positive,3363,cryceleb_3363,cryceleb,1
cryceleb_1289.wav,positive,1289,cryceleb_1289,cryceleb,1
cryceleb_709.wav,positive,709,cryceleb_709,cryceleb,1
cryceleb_4398.wav,positive,4398,cryceleb_4398,cryceleb,1
cryceleb_287.wav,positive,287,cryceleb_287,cryceleb,1
cryceleb_1747.wav,positive,1747,cryceleb_1747,cryceleb,1
cryceleb_4498.wav,positive,4498,cryceleb_4498,cryceleb,1
cryceleb_1843.wav,positive,1843,cryceleb_1843,cryceleb,1
cryceleb_3092.wav,positive,3092,cryceleb_3092,cryceleb,1
cryceleb_1377.wav,positive,1377,cryceleb_1377,cryceleb,1
cryceleb_794.wav,positive,794,cryceleb_794,cryceleb,1
cryceleb_3107.wav,positive,3107,cryceleb_3107,cryceleb,1
cryceleb_1881.wav,positive,1881,cryceleb_1881,cryceleb,1
cryceleb_1672.wav,positive,1672,cryceleb_1672,cryceleb,1
cryceleb_2334.wav,positive,2334,cryceleb_2334,cryceleb,1
cryceleb_505.wav,positive,505,cryceleb_505,cryceleb,1
cryceleb_455.wav,positive,455,cryceleb_455,cryceleb,1
cryceleb_2889.wav,positive,2889,cryceleb_2889,cryceleb,1
cryceleb_4228.wav,positive,4228,cryceleb_4228,cryceleb,1
cryceleb_187.wav,positive,187,cryceleb_187,cryceleb,1
cryceleb_2246.wav,positive,2246,cryceleb_2246,cryceleb,1
cryceleb_2612.wav,positive,2612,cryceleb_2612,cryceleb,1
cryceleb_3911.wav,positive,3911,cryceleb_3911,cryceleb,1
cryceleb_227.wav,positive,227,cryceleb_227,cryceleb,1
cryceleb_2533.wav,positive,2533,cryceleb_2533,cryceleb,1
cryceleb_4160.wav,positive,4160,cryceleb_4160,cryceleb,1
cryceleb_2681.wav,positive,2681,cryceleb_2681,cryceleb,1
cryceleb_3884.wav,positive,3884,cryceleb_3884,cryceleb,1
cryceleb_1620.wav,positive,1620,cryceleb_1620,cryceleb,1
cryceleb_1771.wav,positive,1771,cryceleb_1771,cryceleb,1
cryceleb_948.wav,positive,948,cryceleb_948,cryceleb,1
cryceleb_1279.wav,positive,1279,cryceleb_1279,cryceleb,1
cryceleb_4177.wav,positive,4177,cryceleb_4177,cryceleb,1
cryceleb_1857.wav,positive,1857,cryceleb_1857,cryceleb,1
cryceleb_4070.wav,positive,4070,cryceleb_4070,cryceleb,1
cryceleb_69.wav,positive,69,cryceleb_69,cryceleb,1
cryceleb_1339.wav,positive,1339,cryceleb_1339,cryceleb,1
cryceleb_3612.wav,positive,3612,cryceleb_3612,cryceleb,1
cryceleb_120.wav,positive,120,cryceleb_120,cryceleb,1
