ID,duration,wav,wav_format,wav_opts
silence_aug_1625,5.0,SoundClassification/data/audio/negative/silence_aug_1625.wav,wav,
silence_aug_994,5.0,SoundClassification/data/audio/negative/silence_aug_994.wav,wav,
silence_648,5.0,SoundClassification/data/audio/negative/silence_648.wav,wav,
silence_aug_882,5.0,SoundClassification/data/audio/negative/silence_aug_882.wav,wav,
silence_aug_1423,5.0,SoundClassification/data/audio/negative/silence_aug_1423.wav,wav,
silence_aug_974,5.0,SoundClassification/data/audio/negative/silence_aug_974.wav,wav,
silence_537,5.0,SoundClassification/data/audio/negative/silence_537.wav,wav,
silence_749,5.0,SoundClassification/data/audio/negative/silence_749.wav,wav,
silence_aug_877,5.0,SoundClassification/data/audio/negative/silence_aug_877.wav,wav,
silence_160,5.0,SoundClassification/data/audio/negative/silence_160.wav,wav,
silence_338,5.0,SoundClassification/data/audio/negative/silence_338.wav,wav,
silence_700,5.0,SoundClassification/data/audio/negative/silence_700.wav,wav,
silence_aug_1077,5.0,SoundClassification/data/audio/negative/silence_aug_1077.wav,wav,
silence_687,5.0,SoundClassification/data/audio/negative/silence_687.wav,wav,
silence_aug_1510,5.0,SoundClassification/data/audio/negative/silence_aug_1510.wav,wav,
silence_619,5.0,SoundClassification/data/audio/negative/silence_619.wav,wav,
silence_55,5.0,SoundClassification/data/audio/negative/silence_55.wav,wav,
silence_104,5.0,SoundClassification/data/audio/negative/silence_104.wav,wav,
silence_407,5.0,SoundClassification/data/audio/negative/silence_407.wav,wav,
silence_245,5.0,SoundClassification/data/audio/negative/silence_245.wav,wav,
silence_744,5.0,SoundClassification/data/audio/negative/silence_744.wav,wav,
silence_aug_1051,5.0,SoundClassification/data/audio/negative/silence_aug_1051.wav,wav,
silence_aug_1220,5.0,SoundClassification/data/audio/negative/silence_aug_1220.wav,wav,
silence_449,5.0,SoundClassification/data/audio/negative/silence_449.wav,wav,
silence_aug_1257,5.0,SoundClassification/data/audio/negative/silence_aug_1257.wav,wav,
silence_aug_992,5.0,SoundClassification/data/audio/negative/silence_aug_992.wav,wav,
silence_aug_1094,5.0,SoundClassification/data/audio/negative/silence_aug_1094.wav,wav,
silence_aug_996,5.0,SoundClassification/data/audio/negative/silence_aug_996.wav,wav,
silence_aug_1299,5.0,SoundClassification/data/audio/negative/silence_aug_1299.wav,wav,
silence_145,5.0,SoundClassification/data/audio/negative/silence_145.wav,wav,
silence_759,5.0,SoundClassification/data/audio/negative/silence_759.wav,wav,
silence_aug_1318,5.0,SoundClassification/data/audio/negative/silence_aug_1318.wav,wav,
silence_256,5.0,SoundClassification/data/audio/negative/silence_256.wav,wav,
silence_67,5.0,SoundClassification/data/audio/negative/silence_67.wav,wav,
silence_704,5.0,SoundClassification/data/audio/negative/silence_704.wav,wav,
silence_aug_1367,5.0,SoundClassification/data/audio/negative/silence_aug_1367.wav,wav,
silence_aug_1426,5.0,SoundClassification/data/audio/negative/silence_aug_1426.wav,wav,
silence_aug_1509,5.0,SoundClassification/data/audio/negative/silence_aug_1509.wav,wav,
silence_323,5.0,SoundClassification/data/audio/negative/silence_323.wav,wav,
silence_aug_1045,5.0,SoundClassification/data/audio/negative/silence_aug_1045.wav,wav,
silence_227,5.0,SoundClassification/data/audio/negative/silence_227.wav,wav,
silence_406,5.0,SoundClassification/data/audio/negative/silence_406.wav,wav,
silence_152,5.0,SoundClassification/data/audio/negative/silence_152.wav,wav,
silence_190,5.0,SoundClassification/data/audio/negative/silence_190.wav,wav,
silence_aug_1397,5.0,SoundClassification/data/audio/negative/silence_aug_1397.wav,wav,
silence_aug_1599,5.0,SoundClassification/data/audio/negative/silence_aug_1599.wav,wav,
silence_aug_1376,5.0,SoundClassification/data/audio/negative/silence_aug_1376.wav,wav,
silence_557,5.0,SoundClassification/data/audio/negative/silence_557.wav,wav,
silence_aug_1229,5.0,SoundClassification/data/audio/negative/silence_aug_1229.wav,wav,
silence_aug_1476,5.0,SoundClassification/data/audio/negative/silence_aug_1476.wav,wav,
silence_aug_1633,5.0,SoundClassification/data/audio/negative/silence_aug_1633.wav,wav,
silence_786,5.0,SoundClassification/data/audio/negative/silence_786.wav,wav,
silence_aug_1287,5.0,SoundClassification/data/audio/negative/silence_aug_1287.wav,wav,
silence_232,5.0,SoundClassification/data/audio/negative/silence_232.wav,wav,
silence_195,5.0,SoundClassification/data/audio/negative/silence_195.wav,wav,
silence_613,5.0,SoundClassification/data/audio/negative/silence_613.wav,wav,
silence_aug_1189,5.0,SoundClassification/data/audio/negative/silence_aug_1189.wav,wav,
silence_113,5.0,SoundClassification/data/audio/negative/silence_113.wav,wav,
silence_aug_1018,5.0,SoundClassification/data/audio/negative/silence_aug_1018.wav,wav,
silence_aug_947,5.0,SoundClassification/data/audio/negative/silence_aug_947.wav,wav,
silence_762,5.0,SoundClassification/data/audio/negative/silence_762.wav,wav,
silence_aug_1343,5.0,SoundClassification/data/audio/negative/silence_aug_1343.wav,wav,
silence_136,5.0,SoundClassification/data/audio/negative/silence_136.wav,wav,
silence_aug_1431,5.0,SoundClassification/data/audio/negative/silence_aug_1431.wav,wav,
silence_aug_913,5.0,SoundClassification/data/audio/negative/silence_aug_913.wav,wav,
silence_aug_1314,5.0,SoundClassification/data/audio/negative/silence_aug_1314.wav,wav,
silence_636,5.0,SoundClassification/data/audio/negative/silence_636.wav,wav,
silence_aug_1615,5.0,SoundClassification/data/audio/negative/silence_aug_1615.wav,wav,
silence_aug_1325,5.0,SoundClassification/data/audio/negative/silence_aug_1325.wav,wav,
silence_aug_1114,4.9989569160997736,SoundClassification/data/audio/negative/silence_aug_1114.wav,wav,
silence_aug_1157,5.0,SoundClassification/data/audio/negative/silence_aug_1157.wav,wav,
silence_aug_1549,5.0,SoundClassification/data/audio/negative/silence_aug_1549.wav,wav,
silence_93,5.0,SoundClassification/data/audio/negative/silence_93.wav,wav,
silence_aug_968,5.0,SoundClassification/data/audio/negative/silence_aug_968.wav,wav,
silence_531,5.0,SoundClassification/data/audio/negative/silence_531.wav,wav,
silence_660,5.0,SoundClassification/data/audio/negative/silence_660.wav,wav,
silence_593,5.0,SoundClassification/data/audio/negative/silence_593.wav,wav,
silence_aug_944,5.0,SoundClassification/data/audio/negative/silence_aug_944.wav,wav,
silence_aug_1244,5.0,SoundClassification/data/audio/negative/silence_aug_1244.wav,wav,
silence_aug_1529,5.0,SoundClassification/data/audio/negative/silence_aug_1529.wav,wav,
silence_321,5.0,SoundClassification/data/audio/negative/silence_321.wav,wav,
silence_aug_1123,5.0,SoundClassification/data/audio/negative/silence_aug_1123.wav,wav,
silence_aug_1386,5.0,SoundClassification/data/audio/negative/silence_aug_1386.wav,wav,
silence_48,5.0,SoundClassification/data/audio/negative/silence_48.wav,wav,
silence_aug_1568,5.0,SoundClassification/data/audio/negative/silence_aug_1568.wav,wav,
silence_665,5.0,SoundClassification/data/audio/negative/silence_665.wav,wav,
silence_aug_1254,5.0,SoundClassification/data/audio/negative/silence_aug_1254.wav,wav,
silence_aug_1621,5.0,SoundClassification/data/audio/negative/silence_aug_1621.wav,wav,
silence_348,5.0,SoundClassification/data/audio/negative/silence_348.wav,wav,
silence_696,5.0,SoundClassification/data/audio/negative/silence_696.wav,wav,
silence_aug_1337,5.0,SoundClassification/data/audio/negative/silence_aug_1337.wav,wav,
silence_aug_1121,5.0,SoundClassification/data/audio/negative/silence_aug_1121.wav,wav,
silence_aug_1427,5.0,SoundClassification/data/audio/negative/silence_aug_1427.wav,wav,
silence_aug_916,5.0,SoundClassification/data/audio/negative/silence_aug_916.wav,wav,
silence_aug_1117,5.0,SoundClassification/data/audio/negative/silence_aug_1117.wav,wav,
silence_aug_1246,5.0,SoundClassification/data/audio/negative/silence_aug_1246.wav,wav,
silence_539,5.0,SoundClassification/data/audio/negative/silence_539.wav,wav,
silence_aug_927,5.0,SoundClassification/data/audio/negative/silence_aug_927.wav,wav,
silence_aug_952,5.0,SoundClassification/data/audio/negative/silence_aug_952.wav,wav,
silence_53,5.0,SoundClassification/data/audio/negative/silence_53.wav,wav,
silence_186,5.0,SoundClassification/data/audio/negative/silence_186.wav,wav,
silence_aug_858,5.0,SoundClassification/data/audio/negative/silence_aug_858.wav,wav,
silence_aug_1021,5.0,SoundClassification/data/audio/negative/silence_aug_1021.wav,wav,
silence_aug_1268,5.0,SoundClassification/data/audio/negative/silence_aug_1268.wav,wav,
silence_aug_1332,5.0,SoundClassification/data/audio/negative/silence_aug_1332.wav,wav,
silence_aug_1588,4.9989569160997736,SoundClassification/data/audio/negative/silence_aug_1588.wav,wav,
silence_519,5.0,SoundClassification/data/audio/negative/silence_519.wav,wav,
silence_732,5.0,SoundClassification/data/audio/negative/silence_732.wav,wav,
silence_aug_1040,5.0,SoundClassification/data/audio/negative/silence_aug_1040.wav,wav,
silence_aug_981,5.0,SoundClassification/data/audio/negative/silence_aug_981.wav,wav,
silence_433,5.0,SoundClassification/data/audio/negative/silence_433.wav,wav,
silence_aug_1022,5.0,SoundClassification/data/audio/negative/silence_aug_1022.wav,wav,
silence_470,5.0,SoundClassification/data/audio/negative/silence_470.wav,wav,
silence_270,5.0,SoundClassification/data/audio/negative/silence_270.wav,wav,
silence_409,5.0,SoundClassification/data/audio/negative/silence_409.wav,wav,
silence_598,5.0,SoundClassification/data/audio/negative/silence_598.wav,wav,
silence_aug_1286,5.0,SoundClassification/data/audio/negative/silence_aug_1286.wav,wav,
silence_217,5.0,SoundClassification/data/audio/negative/silence_217.wav,wav,
silence_aug_1380,5.0,SoundClassification/data/audio/negative/silence_aug_1380.wav,wav,
silence_569,5.0,SoundClassification/data/audio/negative/silence_569.wav,wav,
silence_aug_1502,5.0,SoundClassification/data/audio/negative/silence_aug_1502.wav,wav,
silence_aug_1458,5.0,SoundClassification/data/audio/negative/silence_aug_1458.wav,wav,
silence_aug_1236,5.0,SoundClassification/data/audio/negative/silence_aug_1236.wav,wav,
silence_1,5.0,SoundClassification/data/audio/negative/silence_1.wav,wav,
silence_105,5.0,SoundClassification/data/audio/negative/silence_105.wav,wav,
silence_80,5.0,SoundClassification/data/audio/negative/silence_80.wav,wav,
silence_340,5.0,SoundClassification/data/audio/negative/silence_340.wav,wav,
silence_573,5.0,SoundClassification/data/audio/negative/silence_573.wav,wav,
silence_aug_1434,5.0,SoundClassification/data/audio/negative/silence_aug_1434.wav,wav,
silence_aug_1351,5.0,SoundClassification/data/audio/negative/silence_aug_1351.wav,wav,
silence_127,5.0,SoundClassification/data/audio/negative/silence_127.wav,wav,
silence_aug_1384,5.0,SoundClassification/data/audio/negative/silence_aug_1384.wav,wav,
silence_aug_1457,5.0,SoundClassification/data/audio/negative/silence_aug_1457.wav,wav,
silence_aug_1331,5.0,SoundClassification/data/audio/negative/silence_aug_1331.wav,wav,
silence_312,5.0,SoundClassification/data/audio/negative/silence_312.wav,wav,
silence_81,5.0,SoundClassification/data/audio/negative/silence_81.wav,wav,
silence_597,5.0,SoundClassification/data/audio/negative/silence_597.wav,wav,
silence_287,5.0,SoundClassification/data/audio/negative/silence_287.wav,wav,
silence_462,5.0,SoundClassification/data/audio/negative/silence_462.wav,wav,
silence_aug_946,5.0,SoundClassification/data/audio/negative/silence_aug_946.wav,wav,
silence_106,5.0,SoundClassification/data/audio/negative/silence_106.wav,wav,
silence_129,5.0,SoundClassification/data/audio/negative/silence_129.wav,wav,
silence_aug_1595,5.0,SoundClassification/data/audio/negative/silence_aug_1595.wav,wav,
silence_aug_1450,5.0,SoundClassification/data/audio/negative/silence_aug_1450.wav,wav,
silence_555,5.0,SoundClassification/data/audio/negative/silence_555.wav,wav,
silence_aug_867,5.0,SoundClassification/data/audio/negative/silence_aug_867.wav,wav,
silence_77,5.0,SoundClassification/data/audio/negative/silence_77.wav,wav,
silence_aug_1292,5.0,SoundClassification/data/audio/negative/silence_aug_1292.wav,wav,
silence_647,5.0,SoundClassification/data/audio/negative/silence_647.wav,wav,
silence_327,5.0,SoundClassification/data/audio/negative/silence_327.wav,wav,
silence_51,5.0,SoundClassification/data/audio/negative/silence_51.wav,wav,
silence_aug_1305,5.0,SoundClassification/data/audio/negative/silence_aug_1305.wav,wav,
silence_756,5.0,SoundClassification/data/audio/negative/silence_756.wav,wav,
silence_544,5.0,SoundClassification/data/audio/negative/silence_544.wav,wav,
silence_aug_1207,5.0,SoundClassification/data/audio/negative/silence_aug_1207.wav,wav,
silence_aug_1570,5.0,SoundClassification/data/audio/negative/silence_aug_1570.wav,wav,
silence_277,5.0,SoundClassification/data/audio/negative/silence_277.wav,wav,
silence_644,5.0,SoundClassification/data/audio/negative/silence_644.wav,wav,
silence_754,5.0,SoundClassification/data/audio/negative/silence_754.wav,wav,
silence_aug_897,5.0,SoundClassification/data/audio/negative/silence_aug_897.wav,wav,
silence_722,5.0,SoundClassification/data/audio/negative/silence_722.wav,wav,
silence_752,5.0,SoundClassification/data/audio/negative/silence_752.wav,wav,
silence_661,5.0,SoundClassification/data/audio/negative/silence_661.wav,wav,
silence_aug_1447,5.0,SoundClassification/data/audio/negative/silence_aug_1447.wav,wav,
silence_416,5.0,SoundClassification/data/audio/negative/silence_416.wav,wav,
silence_aug_1256,5.0,SoundClassification/data/audio/negative/silence_aug_1256.wav,wav,
silence_560,5.0,SoundClassification/data/audio/negative/silence_560.wav,wav,
silence_267,5.0,SoundClassification/data/audio/negative/silence_267.wav,wav,
silence_389,5.0,SoundClassification/data/audio/negative/silence_389.wav,wav,
silence_780,5.0,SoundClassification/data/audio/negative/silence_780.wav,wav,
silence_572,5.0,SoundClassification/data/audio/negative/silence_572.wav,wav,
silence_740,5.0,SoundClassification/data/audio/negative/silence_740.wav,wav,
silence_748,5.0,SoundClassification/data/audio/negative/silence_748.wav,wav,
silence_aug_1070,5.0,SoundClassification/data/audio/negative/silence_aug_1070.wav,wav,
silence_aug_1273,5.0,SoundClassification/data/audio/negative/silence_aug_1273.wav,wav,
silence_aug_1294,4.9989569160997736,SoundClassification/data/audio/negative/silence_aug_1294.wav,wav,
silence_458,5.0,SoundClassification/data/audio/negative/silence_458.wav,wav,
silence_aug_1184,5.0,SoundClassification/data/audio/negative/silence_aug_1184.wav,wav,
silence_602,5.0,SoundClassification/data/audio/negative/silence_602.wav,wav,
silence_561,5.0,SoundClassification/data/audio/negative/silence_561.wav,wav,
silence_723,5.0,SoundClassification/data/audio/negative/silence_723.wav,wav,
silence_aug_1041,5.0,SoundClassification/data/audio/negative/silence_aug_1041.wav,wav,
silence_aug_1075,5.0,SoundClassification/data/audio/negative/silence_aug_1075.wav,wav,
silence_aug_1354,5.0,SoundClassification/data/audio/negative/silence_aug_1354.wav,wav,
silence_745,5.0,SoundClassification/data/audio/negative/silence_745.wav,wav,
silence_52,5.0,SoundClassification/data/audio/negative/silence_52.wav,wav,
silence_aug_949,5.0,SoundClassification/data/audio/negative/silence_aug_949.wav,wav,
silence_aug_989,5.0,SoundClassification/data/audio/negative/silence_aug_989.wav,wav,
silence_aug_1531,5.0,SoundClassification/data/audio/negative/silence_aug_1531.wav,wav,
silence_286,5.0,SoundClassification/data/audio/negative/silence_286.wav,wav,
silence_738,5.0,SoundClassification/data/audio/negative/silence_738.wav,wav,
silence_aug_1608,5.0,SoundClassification/data/audio/negative/silence_aug_1608.wav,wav,
silence_168,5.0,SoundClassification/data/audio/negative/silence_168.wav,wav,
silence_aug_1649,5.0,SoundClassification/data/audio/negative/silence_aug_1649.wav,wav,
silence_436,5.0,SoundClassification/data/audio/negative/silence_436.wav,wav,
silence_aug_1344,5.0,SoundClassification/data/audio/negative/silence_aug_1344.wav,wav,
silence_aug_1105,5.0,SoundClassification/data/audio/negative/silence_aug_1105.wav,wav,
silence_aug_1069,5.0,SoundClassification/data/audio/negative/silence_aug_1069.wav,wav,
silence_498,5.0,SoundClassification/data/audio/negative/silence_498.wav,wav,
silence_185,5.0,SoundClassification/data/audio/negative/silence_185.wav,wav,
silence_806,5.0,SoundClassification/data/audio/negative/silence_806.wav,wav,
silence_aug_1252,5.0,SoundClassification/data/audio/negative/silence_aug_1252.wav,wav,
silence_401,5.0,SoundClassification/data/audio/negative/silence_401.wav,wav,
silence_540,5.0,SoundClassification/data/audio/negative/silence_540.wav,wav,
silence_aug_1136,5.0,SoundClassification/data/audio/negative/silence_aug_1136.wav,wav,
silence_aug_923,5.0,SoundClassification/data/audio/negative/silence_aug_923.wav,wav,
silence_aug_1212,5.0,SoundClassification/data/audio/negative/silence_aug_1212.wav,wav,
silence_aug_955,5.0,SoundClassification/data/audio/negative/silence_aug_955.wav,wav,
silence_aug_1225,5.0,SoundClassification/data/audio/negative/silence_aug_1225.wav,wav,
silence_aug_1428,5.0,SoundClassification/data/audio/negative/silence_aug_1428.wav,wav,
silence_564,5.0,SoundClassification/data/audio/negative/silence_564.wav,wav,
silence_aug_1506,5.0,SoundClassification/data/audio/negative/silence_aug_1506.wav,wav,
silence_13,5.0,SoundClassification/data/audio/negative/silence_13.wav,wav,
silence_aug_1401,4.9989569160997736,SoundClassification/data/audio/negative/silence_aug_1401.wav,wav,
silence_454,5.0,SoundClassification/data/audio/negative/silence_454.wav,wav,
silence_aug_1238,5.0,SoundClassification/data/audio/negative/silence_aug_1238.wav,wav,
silence_42,5.0,SoundClassification/data/audio/negative/silence_42.wav,wav,
silence_aug_905,5.0,SoundClassification/data/audio/negative/silence_aug_905.wav,wav,
silence_aug_1453,5.0,SoundClassification/data/audio/negative/silence_aug_1453.wav,wav,
silence_207,5.0,SoundClassification/data/audio/negative/silence_207.wav,wav,
silence_542,5.0,SoundClassification/data/audio/negative/silence_542.wav,wav,
silence_554,5.0,SoundClassification/data/audio/negative/silence_554.wav,wav,
silence_aug_1087,5.0,SoundClassification/data/audio/negative/silence_aug_1087.wav,wav,
silence_666,5.0,SoundClassification/data/audio/negative/silence_666.wav,wav,
silence_aug_1129,5.0,SoundClassification/data/audio/negative/silence_aug_1129.wav,wav,
silence_115,5.0,SoundClassification/data/audio/negative/silence_115.wav,wav,
silence_793,5.0,SoundClassification/data/audio/negative/silence_793.wav,wav,
silence_264,5.0,SoundClassification/data/audio/negative/silence_264.wav,wav,
silence_aug_1442,5.0,SoundClassification/data/audio/negative/silence_aug_1442.wav,wav,
silence_aug_870,5.0,SoundClassification/data/audio/negative/silence_aug_870.wav,wav,
silence_465,5.0,SoundClassification/data/audio/negative/silence_465.wav,wav,
silence_438,5.0,SoundClassification/data/audio/negative/silence_438.wav,wav,
silence_57,5.0,SoundClassification/data/audio/negative/silence_57.wav,wav,
silence_425,5.0,SoundClassification/data/audio/negative/silence_425.wav,wav,
silence_668,5.0,SoundClassification/data/audio/negative/silence_668.wav,wav,
silence_62,5.0,SoundClassification/data/audio/negative/silence_62.wav,wav,
silence_570,5.0,SoundClassification/data/audio/negative/silence_570.wav,wav,
silence_241,5.0,SoundClassification/data/audio/negative/silence_241.wav,wav,
silence_427,5.0,SoundClassification/data/audio/negative/silence_427.wav,wav,
silence_693,5.0,SoundClassification/data/audio/negative/silence_693.wav,wav,
silence_746,5.0,SoundClassification/data/audio/negative/silence_746.wav,wav,
silence_aug_1403,5.0,SoundClassification/data/audio/negative/silence_aug_1403.wav,wav,
silence_aug_1422,5.0,SoundClassification/data/audio/negative/silence_aug_1422.wav,wav,
silence_580,5.0,SoundClassification/data/audio/negative/silence_580.wav,wav,
silence_236,5.0,SoundClassification/data/audio/negative/silence_236.wav,wav,
silence_699,5.0,SoundClassification/data/audio/negative/silence_699.wav,wav,
silence_566,5.0,SoundClassification/data/audio/negative/silence_566.wav,wav,
silence_aug_978,5.0,SoundClassification/data/audio/negative/silence_aug_978.wav,wav,
silence_aug_1365,5.0,SoundClassification/data/audio/negative/silence_aug_1365.wav,wav,
silence_aug_940,5.0,SoundClassification/data/audio/negative/silence_aug_940.wav,wav,
silence_aug_1163,5.0,SoundClassification/data/audio/negative/silence_aug_1163.wav,wav,
silence_aug_891,5.0,SoundClassification/data/audio/negative/silence_aug_891.wav,wav,
silence_753,5.0,SoundClassification/data/audio/negative/silence_753.wav,wav,
silence_208,5.0,SoundClassification/data/audio/negative/silence_208.wav,wav,
silence_aug_1627,5.0,SoundClassification/data/audio/negative/silence_aug_1627.wav,wav,
silence_532,5.0,SoundClassification/data/audio/negative/silence_532.wav,wav,
silence_672,5.0,SoundClassification/data/audio/negative/silence_672.wav,wav,
silence_aug_1366,5.0,SoundClassification/data/audio/negative/silence_aug_1366.wav,wav,
silence_135,5.0,SoundClassification/data/audio/negative/silence_135.wav,wav,
silence_279,5.0,SoundClassification/data/audio/negative/silence_279.wav,wav,
silence_769,5.0,SoundClassification/data/audio/negative/silence_769.wav,wav,
silence_aug_1312,5.0,SoundClassification/data/audio/negative/silence_aug_1312.wav,wav,
silence_25,5.0,SoundClassification/data/audio/negative/silence_25.wav,wav,
silence_aug_855,5.0,SoundClassification/data/audio/negative/silence_aug_855.wav,wav,
silence_800,5.0,SoundClassification/data/audio/negative/silence_800.wav,wav,
silence_aug_1432,5.0,SoundClassification/data/audio/negative/silence_aug_1432.wav,wav,
silence_50,5.0,SoundClassification/data/audio/negative/silence_50.wav,wav,
silence_aug_1245,5.0,SoundClassification/data/audio/negative/silence_aug_1245.wav,wav,
silence_109,5.0,SoundClassification/data/audio/negative/silence_109.wav,wav,
silence_715,5.0,SoundClassification/data/audio/negative/silence_715.wav,wav,
silence_aug_1281,5.0,SoundClassification/data/audio/negative/silence_aug_1281.wav,wav,
silence_379,5.0,SoundClassification/data/audio/negative/silence_379.wav,wav,
silence_aug_1521,5.0,SoundClassification/data/audio/negative/silence_aug_1521.wav,wav,
silence_78,5.0,SoundClassification/data/audio/negative/silence_78.wav,wav,
silence_aug_1182,5.0,SoundClassification/data/audio/negative/silence_aug_1182.wav,wav,
silence_824,5.0,SoundClassification/data/audio/negative/silence_824.wav,wav,
silence_aug_1416,5.0,SoundClassification/data/audio/negative/silence_aug_1416.wav,wav,
silence_97,5.0,SoundClassification/data/audio/negative/silence_97.wav,wav,
silence_aug_969,5.0,SoundClassification/data/audio/negative/silence_aug_969.wav,wav,
silence_aug_1277,5.0,SoundClassification/data/audio/negative/silence_aug_1277.wav,wav,
silence_559,5.0,SoundClassification/data/audio/negative/silence_559.wav,wav,
silence_aug_1357,5.0,SoundClassification/data/audio/negative/silence_aug_1357.wav,wav,
silence_758,5.0,SoundClassification/data/audio/negative/silence_758.wav,wav,
silence_aug_1204,5.0,SoundClassification/data/audio/negative/silence_aug_1204.wav,wav,
silence_676,5.0,SoundClassification/data/audio/negative/silence_676.wav,wav,
silence_aug_869,5.0,SoundClassification/data/audio/negative/silence_aug_869.wav,wav,
silence_125,5.0,SoundClassification/data/audio/negative/silence_125.wav,wav,
silence_aug_884,5.0,SoundClassification/data/audio/negative/silence_aug_884.wav,wav,
silence_520,5.0,SoundClassification/data/audio/negative/silence_520.wav,wav,
silence_552,5.0,SoundClassification/data/audio/negative/silence_552.wav,wav,
silence_736,5.0,SoundClassification/data/audio/negative/silence_736.wav,wav,
silence_aug_1470,5.0,SoundClassification/data/audio/negative/silence_aug_1470.wav,wav,
silence_720,5.0,SoundClassification/data/audio/negative/silence_720.wav,wav,
silence_796,5.0,SoundClassification/data/audio/negative/silence_796.wav,wav,
silence_355,5.0,SoundClassification/data/audio/negative/silence_355.wav,wav,
silence_aug_1275,5.0,SoundClassification/data/audio/negative/silence_aug_1275.wav,wav,
silence_aug_1179,5.0,SoundClassification/data/audio/negative/silence_aug_1179.wav,wav,
silence_aug_1173,5.0,SoundClassification/data/audio/negative/silence_aug_1173.wav,wav,
silence_447,5.0,SoundClassification/data/audio/negative/silence_447.wav,wav,
silence_663,5.0,SoundClassification/data/audio/negative/silence_663.wav,wav,
silence_313,5.0,SoundClassification/data/audio/negative/silence_313.wav,wav,
silence_aug_1071,5.0,SoundClassification/data/audio/negative/silence_aug_1071.wav,wav,
silence_95,5.0,SoundClassification/data/audio/negative/silence_95.wav,wav,
silence_aug_850,5.0,SoundClassification/data/audio/negative/silence_aug_850.wav,wav,
silence_aug_1489,5.0,SoundClassification/data/audio/negative/silence_aug_1489.wav,wav,
meow_736,4.999909297052154,SoundClassification/data/audio/negative/meow_736.wav,wav,
meow_1643,5.0,SoundClassification/data/audio/negative/meow_1643.wav,wav,
meow_322,5.0,SoundClassification/data/audio/negative/meow_322.wav,wav,
meow_997,5.0,SoundClassification/data/audio/negative/meow_997.wav,wav,
meow_691,5.0,SoundClassification/data/audio/negative/meow_691.wav,wav,
meow_1768,5.0,SoundClassification/data/audio/negative/meow_1768.wav,wav,
meow_532,5.0,SoundClassification/data/audio/negative/meow_532.wav,wav,
meow_130,5.0,SoundClassification/data/audio/negative/meow_130.wav,wav,
meow_1258,5.0,SoundClassification/data/audio/negative/meow_1258.wav,wav,
meow_1291,5.0,SoundClassification/data/audio/negative/meow_1291.wav,wav,
meow_1481,5.0,SoundClassification/data/audio/negative/meow_1481.wav,wav,
meow_1814,5.0,SoundClassification/data/audio/negative/meow_1814.wav,wav,
meow_1567,5.0,SoundClassification/data/audio/negative/meow_1567.wav,wav,
meow_1550,5.0,SoundClassification/data/audio/negative/meow_1550.wav,wav,
meow_1771,5.0,SoundClassification/data/audio/negative/meow_1771.wav,wav,
meow_1135,5.0,SoundClassification/data/audio/negative/meow_1135.wav,wav,
meow_1,5.0,SoundClassification/data/audio/negative/meow_1.wav,wav,
meow_1845,5.0,SoundClassification/data/audio/negative/meow_1845.wav,wav,
meow_1917,5.0,SoundClassification/data/audio/negative/meow_1917.wav,wav,
meow_251,5.0,SoundClassification/data/audio/negative/meow_251.wav,wav,
meow_1948,5.0,SoundClassification/data/audio/negative/meow_1948.wav,wav,
meow_1189,5.0,SoundClassification/data/audio/negative/meow_1189.wav,wav,
meow_139,5.0,SoundClassification/data/audio/negative/meow_139.wav,wav,
