ID,duration,wav,wav_format,wav_opts
silence_271,5.0,SoundClassification/data/audio/negative/silence_271.wav,wav,
silence_aug_1589,5.0,SoundClassification/data/audio/negative/silence_aug_1589.wav,wav,
silence_aug_1424,5.0,SoundClassification/data/audio/negative/silence_aug_1424.wav,wav,
silence_aug_1417,5.0,SoundClassification/data/audio/negative/silence_aug_1417.wav,wav,
silence_765,5.0,SoundClassification/data/audio/negative/silence_765.wav,wav,
silence_760,5.0,SoundClassification/data/audio/negative/silence_760.wav,wav,
silence_aug_1353,5.0,SoundClassification/data/audio/negative/silence_aug_1353.wav,wav,
silence_aug_959,5.0,SoundClassification/data/audio/negative/silence_aug_959.wav,wav,
silence_aug_1613,5.0,SoundClassification/data/audio/negative/silence_aug_1613.wav,wav,
silence_aug_1080,5.0,SoundClassification/data/audio/negative/silence_aug_1080.wav,wav,
silence_337,5.0,SoundClassification/data/audio/negative/silence_337.wav,wav,
silence_794,5.0,SoundClassification/data/audio/negative/silence_794.wav,wav,
silence_35,5.0,SoundClassification/data/audio/negative/silence_35.wav,wav,
silence_aug_1554,5.0,SoundClassification/data/audio/negative/silence_aug_1554.wav,wav,
silence_16,5.0,SoundClassification/data/audio/negative/silence_16.wav,wav,
silence_111,5.0,SoundClassification/data/audio/negative/silence_111.wav,wav,
silence_452,5.0,SoundClassification/data/audio/negative/silence_452.wav,wav,
silence_455,5.0,SoundClassification/data/audio/negative/silence_455.wav,wav,
silence_aug_889,5.0,SoundClassification/data/audio/negative/silence_aug_889.wav,wav,
silence_aug_999,5.0,SoundClassification/data/audio/negative/silence_aug_999.wav,wav,
silence_aug_1520,5.0,SoundClassification/data/audio/negative/silence_aug_1520.wav,wav,
silence_777,5.0,SoundClassification/data/audio/negative/silence_777.wav,wav,
silence_aug_1166,5.0,SoundClassification/data/audio/negative/silence_aug_1166.wav,wav,
silence_aug_956,5.0,SoundClassification/data/audio/negative/silence_aug_956.wav,wav,
silence_aug_936,5.0,SoundClassification/data/audio/negative/silence_aug_936.wav,wav,
silence_150,5.0,SoundClassification/data/audio/negative/silence_150.wav,wav,
silence_203,5.0,SoundClassification/data/audio/negative/silence_203.wav,wav,
silence_440,5.0,SoundClassification/data/audio/negative/silence_440.wav,wav,
silence_7,5.0,SoundClassification/data/audio/negative/silence_7.wav,wav,
silence_aug_1162,5.0,SoundClassification/data/audio/negative/silence_aug_1162.wav,wav,
silence_aug_986,5.0,SoundClassification/data/audio/negative/silence_aug_986.wav,wav,
silence_aug_1538,5.0,SoundClassification/data/audio/negative/silence_aug_1538.wav,wav,
silence_768,5.0,SoundClassification/data/audio/negative/silence_768.wav,wav,
silence_aug_990,5.0,SoundClassification/data/audio/negative/silence_aug_990.wav,wav,
silence_aug_1279,5.0,SoundClassification/data/audio/negative/silence_aug_1279.wav,wav,
silence_aug_1009,5.0,SoundClassification/data/audio/negative/silence_aug_1009.wav,wav,
silence_aug_1626,5.0,SoundClassification/data/audio/negative/silence_aug_1626.wav,wav,
silence_789,5.0,SoundClassification/data/audio/negative/silence_789.wav,wav,
silence_aug_960,5.0,SoundClassification/data/audio/negative/silence_aug_960.wav,wav,
silence_aug_910,5.0,SoundClassification/data/audio/negative/silence_aug_910.wav,wav,
silence_118,5.0,SoundClassification/data/audio/negative/silence_118.wav,wav,
silence_aug_1500,5.0,SoundClassification/data/audio/negative/silence_aug_1500.wav,wav,
silence_307,5.0,SoundClassification/data/audio/negative/silence_307.wav,wav,
silence_aug_1302,5.0,SoundClassification/data/audio/negative/silence_aug_1302.wav,wav,
silence_795,5.0,SoundClassification/data/audio/negative/silence_795.wav,wav,
silence_aug_1068,5.0,SoundClassification/data/audio/negative/silence_aug_1068.wav,wav,
silence_aug_1515,5.0,SoundClassification/data/audio/negative/silence_aug_1515.wav,wav,
silence_215,5.0,SoundClassification/data/audio/negative/silence_215.wav,wav,
silence_aug_1355,5.0,SoundClassification/data/audio/negative/silence_aug_1355.wav,wav,
silence_aug_852,5.0,SoundClassification/data/audio/negative/silence_aug_852.wav,wav,
silence_304,5.0,SoundClassification/data/audio/negative/silence_304.wav,wav,
silence_aug_1042,5.0,SoundClassification/data/audio/negative/silence_aug_1042.wav,wav,
silence_aug_1067,5.0,SoundClassification/data/audio/negative/silence_aug_1067.wav,wav,
silence_aug_1377,5.0,SoundClassification/data/audio/negative/silence_aug_1377.wav,wav,
silence_408,5.0,SoundClassification/data/audio/negative/silence_408.wav,wav,
silence_aug_1112,5.0,SoundClassification/data/audio/negative/silence_aug_1112.wav,wav,
silence_658,5.0,SoundClassification/data/audio/negative/silence_658.wav,wav,
silence_418,5.0,SoundClassification/data/audio/negative/silence_418.wav,wav,
silence_aug_1604,5.0,SoundClassification/data/audio/negative/silence_aug_1604.wav,wav,
silence_275,5.0,SoundClassification/data/audio/negative/silence_275.wav,wav,
silence_342,5.0,SoundClassification/data/audio/negative/silence_342.wav,wav,
silence_362,5.0,SoundClassification/data/audio/negative/silence_362.wav,wav,
silence_281,5.0,SoundClassification/data/audio/negative/silence_281.wav,wav,
silence_aug_1093,5.0,SoundClassification/data/audio/negative/silence_aug_1093.wav,wav,
silence_471,5.0,SoundClassification/data/audio/negative/silence_471.wav,wav,
silence_193,5.0,SoundClassification/data/audio/negative/silence_193.wav,wav,
silence_505,5.0,SoundClassification/data/audio/negative/silence_505.wav,wav,
silence_156,5.0,SoundClassification/data/audio/negative/silence_156.wav,wav,
silence_aug_838,5.0,SoundClassification/data/audio/negative/silence_aug_838.wav,wav,
silence_aug_1398,5.0,SoundClassification/data/audio/negative/silence_aug_1398.wav,wav,
silence_30,5.0,SoundClassification/data/audio/negative/silence_30.wav,wav,
silence_820,5.0,SoundClassification/data/audio/negative/silence_820.wav,wav,
silence_726,5.0,SoundClassification/data/audio/negative/silence_726.wav,wav,
silence_605,5.0,SoundClassification/data/audio/negative/silence_605.wav,wav,
silence_aug_962,5.0,SoundClassification/data/audio/negative/silence_aug_962.wav,wav,
silence_aug_1414,5.0,SoundClassification/data/audio/negative/silence_aug_1414.wav,wav,
silence_aug_1578,5.0,SoundClassification/data/audio/negative/silence_aug_1578.wav,wav,
silence_aug_1308,5.0,SoundClassification/data/audio/negative/silence_aug_1308.wav,wav,
silence_205,5.0,SoundClassification/data/audio/negative/silence_205.wav,wav,
silence_aug_1055,5.0,SoundClassification/data/audio/negative/silence_aug_1055.wav,wav,
silence_aug_1461,5.0,SoundClassification/data/audio/negative/silence_aug_1461.wav,wav,
silence_aug_856,5.0,SoundClassification/data/audio/negative/silence_aug_856.wav,wav,
silence_86,5.0,SoundClassification/data/audio/negative/silence_86.wav,wav,
silence_486,5.0,SoundClassification/data/audio/negative/silence_486.wav,wav,
silence_aug_1020,5.0,SoundClassification/data/audio/negative/silence_aug_1020.wav,wav,
silence_766,5.0,SoundClassification/data/audio/negative/silence_766.wav,wav,
silence_aug_1572,5.0,SoundClassification/data/audio/negative/silence_aug_1572.wav,wav,
silence_aug_901,5.0,SoundClassification/data/audio/negative/silence_aug_901.wav,wav,
silence_496,5.0,SoundClassification/data/audio/negative/silence_496.wav,wav,
silence_aug_1388,5.0,SoundClassification/data/audio/negative/silence_aug_1388.wav,wav,
silence_aug_1591,5.0,SoundClassification/data/audio/negative/silence_aug_1591.wav,wav,
silence_aug_965,5.0,SoundClassification/data/audio/negative/silence_aug_965.wav,wav,
silence_aug_1315,5.0,SoundClassification/data/audio/negative/silence_aug_1315.wav,wav,
silence_aug_1145,5.0,SoundClassification/data/audio/negative/silence_aug_1145.wav,wav,
silence_aug_967,5.0,SoundClassification/data/audio/negative/silence_aug_967.wav,wav,
silence_816,5.0,SoundClassification/data/audio/negative/silence_816.wav,wav,
silence_467,5.0,SoundClassification/data/audio/negative/silence_467.wav,wav,
silence_aug_871,4.9989569160997736,SoundClassification/data/audio/negative/silence_aug_871.wav,wav,
silence_238,5.0,SoundClassification/data/audio/negative/silence_238.wav,wav,
silence_aug_1359,5.0,SoundClassification/data/audio/negative/silence_aug_1359.wav,wav,
silence_aug_1323,5.0,SoundClassification/data/audio/negative/silence_aug_1323.wav,wav,
silence_478,5.0,SoundClassification/data/audio/negative/silence_478.wav,wav,
silence_aug_1624,5.0,SoundClassification/data/audio/negative/silence_aug_1624.wav,wav,
silence_357,5.0,SoundClassification/data/audio/negative/silence_357.wav,wav,
silence_aug_1362,4.9989569160997736,SoundClassification/data/audio/negative/silence_aug_1362.wav,wav,
silence_45,5.0,SoundClassification/data/audio/negative/silence_45.wav,wav,
silence_aug_1100,5.0,SoundClassification/data/audio/negative/silence_aug_1100.wav,wav,
silence_451,5.0,SoundClassification/data/audio/negative/silence_451.wav,wav,
silence_639,5.0,SoundClassification/data/audio/negative/silence_639.wav,wav,
silence_aug_935,5.0,SoundClassification/data/audio/negative/silence_aug_935.wav,wav,
silence_803,5.0,SoundClassification/data/audio/negative/silence_803.wav,wav,
silence_158,5.0,SoundClassification/data/audio/negative/silence_158.wav,wav,
silence_375,5.0,SoundClassification/data/audio/negative/silence_375.wav,wav,
silence_778,5.0,SoundClassification/data/audio/negative/silence_778.wav,wav,
silence_aug_1433,5.0,SoundClassification/data/audio/negative/silence_aug_1433.wav,wav,
silence_aug_933,5.0,SoundClassification/data/audio/negative/silence_aug_933.wav,wav,
silence_aug_1271,5.0,SoundClassification/data/audio/negative/silence_aug_1271.wav,wav,
silence_aug_1119,5.0,SoundClassification/data/audio/negative/silence_aug_1119.wav,wav,
silence_234,5.0,SoundClassification/data/audio/negative/silence_234.wav,wav,
silence_aug_1255,5.0,SoundClassification/data/audio/negative/silence_aug_1255.wav,wav,
silence_aug_1243,5.0,SoundClassification/data/audio/negative/silence_aug_1243.wav,wav,
silence_466,5.0,SoundClassification/data/audio/negative/silence_466.wav,wav,
silence_565,5.0,SoundClassification/data/audio/negative/silence_565.wav,wav,
silence_273,5.0,SoundClassification/data/audio/negative/silence_273.wav,wav,
silence_aug_1586,5.0,SoundClassification/data/audio/negative/silence_aug_1586.wav,wav,
silence_aug_1193,5.0,SoundClassification/data/audio/negative/silence_aug_1193.wav,wav,
silence_aug_1467,5.0,SoundClassification/data/audio/negative/silence_aug_1467.wav,wav,
silence_aug_1623,5.0,SoundClassification/data/audio/negative/silence_aug_1623.wav,wav,
silence_428,5.0,SoundClassification/data/audio/negative/silence_428.wav,wav,
silence_527,5.0,SoundClassification/data/audio/negative/silence_527.wav,wav,
silence_aug_1113,5.0,SoundClassification/data/audio/negative/silence_aug_1113.wav,wav,
silence_625,5.0,SoundClassification/data/audio/negative/silence_625.wav,wav,
silence_735,5.0,SoundClassification/data/audio/negative/silence_735.wav,wav,
silence_653,5.0,SoundClassification/data/audio/negative/silence_653.wav,wav,
silence_aug_914,5.0,SoundClassification/data/audio/negative/silence_aug_914.wav,wav,
silence_aug_1140,5.0,SoundClassification/data/audio/negative/silence_aug_1140.wav,wav,
silence_503,5.0,SoundClassification/data/audio/negative/silence_503.wav,wav,
silence_aug_837,5.0,SoundClassification/data/audio/negative/silence_aug_837.wav,wav,
silence_609,5.0,SoundClassification/data/audio/negative/silence_609.wav,wav,
silence_345,5.0,SoundClassification/data/audio/negative/silence_345.wav,wav,
silence_aug_1611,5.0,SoundClassification/data/audio/negative/silence_aug_1611.wav,wav,
silence_aug_1445,5.0,SoundClassification/data/audio/negative/silence_aug_1445.wav,wav,
silence_495,5.0,SoundClassification/data/audio/negative/silence_495.wav,wav,
silence_751,5.0,SoundClassification/data/audio/negative/silence_751.wav,wav,
silence_aug_1003,5.0,SoundClassification/data/audio/negative/silence_aug_1003.wav,wav,
silence_aug_1361,5.0,SoundClassification/data/audio/negative/silence_aug_1361.wav,wav,
silence_671,5.0,SoundClassification/data/audio/negative/silence_671.wav,wav,
silence_aug_878,5.0,SoundClassification/data/audio/negative/silence_aug_878.wav,wav,
silence_811,5.0,SoundClassification/data/audio/negative/silence_811.wav,wav,
silence_548,5.0,SoundClassification/data/audio/negative/silence_548.wav,wav,
silence_808,5.0,SoundClassification/data/audio/negative/silence_808.wav,wav,
silence_aug_879,5.0,SoundClassification/data/audio/negative/silence_aug_879.wav,wav,
silence_aug_1280,5.0,SoundClassification/data/audio/negative/silence_aug_1280.wav,wav,
silence_265,5.0,SoundClassification/data/audio/negative/silence_265.wav,wav,
silence_aug_984,5.0,SoundClassification/data/audio/negative/silence_aug_984.wav,wav,
silence_165,5.0,SoundClassification/data/audio/negative/silence_165.wav,wav,
silence_aug_1645,5.0,SoundClassification/data/audio/negative/silence_aug_1645.wav,wav,
silence_299,5.0,SoundClassification/data/audio/negative/silence_299.wav,wav,
silence_301,5.0,SoundClassification/data/audio/negative/silence_301.wav,wav,
silence_aug_1064,5.0,SoundClassification/data/audio/negative/silence_aug_1064.wav,wav,
silence_349,5.0,SoundClassification/data/audio/negative/silence_349.wav,wav,
silence_aug_1420,5.0,SoundClassification/data/audio/negative/silence_aug_1420.wav,wav,
silence_628,5.0,SoundClassification/data/audio/negative/silence_628.wav,wav,
silence_626,5.0,SoundClassification/data/audio/negative/silence_626.wav,wav,
silence_146,5.0,SoundClassification/data/audio/negative/silence_146.wav,wav,
silence_124,5.0,SoundClassification/data/audio/negative/silence_124.wav,wav,
silence_607,5.0,SoundClassification/data/audio/negative/silence_607.wav,wav,
silence_33,5.0,SoundClassification/data/audio/negative/silence_33.wav,wav,
silence_aug_957,5.0,SoundClassification/data/audio/negative/silence_aug_957.wav,wav,
silence_aug_1600,5.0,SoundClassification/data/audio/negative/silence_aug_1600.wav,wav,
silence_524,5.0,SoundClassification/data/audio/negative/silence_524.wav,wav,
silence_aug_1200,5.0,SoundClassification/data/audio/negative/silence_aug_1200.wav,wav,
silence_284,5.0,SoundClassification/data/audio/negative/silence_284.wav,wav,
silence_601,5.0,SoundClassification/data/audio/negative/silence_601.wav,wav,
silence_aug_1564,5.0,SoundClassification/data/audio/negative/silence_aug_1564.wav,wav,
silence_441,5.0,SoundClassification/data/audio/negative/silence_441.wav,wav,
silence_54,5.0,SoundClassification/data/audio/negative/silence_54.wav,wav,
silence_378,5.0,SoundClassification/data/audio/negative/silence_378.wav,wav,
silence_809,5.0,SoundClassification/data/audio/negative/silence_809.wav,wav,
silence_aug_1438,5.0,SoundClassification/data/audio/negative/silence_aug_1438.wav,wav,
silence_aug_1083,5.0,SoundClassification/data/audio/negative/silence_aug_1083.wav,wav,
silence_516,5.0,SoundClassification/data/audio/negative/silence_516.wav,wav,
silence_56,5.0,SoundClassification/data/audio/negative/silence_56.wav,wav,
silence_aug_1146,5.0,SoundClassification/data/audio/negative/silence_aug_1146.wav,wav,
silence_49,5.0,SoundClassification/data/audio/negative/silence_49.wav,wav,
silence_aug_868,5.0,SoundClassification/data/audio/negative/silence_aug_868.wav,wav,
silence_aug_1330,5.0,SoundClassification/data/audio/negative/silence_aug_1330.wav,wav,
silence_aug_1326,5.0,SoundClassification/data/audio/negative/silence_aug_1326.wav,wav,
silence_423,5.0,SoundClassification/data/audio/negative/silence_423.wav,wav,
silence_aug_1122,5.0,SoundClassification/data/audio/negative/silence_aug_1122.wav,wav,
silence_aug_1492,5.0,SoundClassification/data/audio/negative/silence_aug_1492.wav,wav,
silence_aug_1029,5.0,SoundClassification/data/audio/negative/silence_aug_1029.wav,wav,
silence_aug_1019,5.0,SoundClassification/data/audio/negative/silence_aug_1019.wav,wav,
silence_aug_1350,5.0,SoundClassification/data/audio/negative/silence_aug_1350.wav,wav,
silence_221,5.0,SoundClassification/data/audio/negative/silence_221.wav,wav,
silence_288,5.0,SoundClassification/data/audio/negative/silence_288.wav,wav,
silence_815,5.0,SoundClassification/data/audio/negative/silence_815.wav,wav,
silence_aug_1547,5.0,SoundClassification/data/audio/negative/silence_aug_1547.wav,wav,
silence_592,5.0,SoundClassification/data/audio/negative/silence_592.wav,wav,
silence_aug_1546,5.0,SoundClassification/data/audio/negative/silence_aug_1546.wav,wav,
silence_aug_1394,5.0,SoundClassification/data/audio/negative/silence_aug_1394.wav,wav,
silence_103,5.0,SoundClassification/data/audio/negative/silence_103.wav,wav,
silence_aug_1178,5.0,SoundClassification/data/audio/negative/silence_aug_1178.wav,wav,
silence_724,5.0,SoundClassification/data/audio/negative/silence_724.wav,wav,
silence_677,5.0,SoundClassification/data/audio/negative/silence_677.wav,wav,
silence_aug_1258,5.0,SoundClassification/data/audio/negative/silence_aug_1258.wav,wav,
meow_923,5.0,SoundClassification/data/audio/negative/meow_923.wav,wav,
meow_370,5.0,SoundClassification/data/audio/negative/meow_370.wav,wav,
meow_1367,5.0,SoundClassification/data/audio/negative/meow_1367.wav,wav,
meow_1250,5.0,SoundClassification/data/audio/negative/meow_1250.wav,wav,
meow_1766,5.0,SoundClassification/data/audio/negative/meow_1766.wav,wav,
meow_363,5.0,SoundClassification/data/audio/negative/meow_363.wav,wav,
meow_834,5.0,SoundClassification/data/audio/negative/meow_834.wav,wav,
meow_214,5.0,SoundClassification/data/audio/negative/meow_214.wav,wav,
meow_246,5.0,SoundClassification/data/audio/negative/meow_246.wav,wav,
meow_203,5.0,SoundClassification/data/audio/negative/meow_203.wav,wav,
meow_1582,5.0,SoundClassification/data/audio/negative/meow_1582.wav,wav,
meow_1627,5.0,SoundClassification/data/audio/negative/meow_1627.wav,wav,
meow_627,5.0,SoundClassification/data/audio/negative/meow_627.wav,wav,
meow_924,5.0,SoundClassification/data/audio/negative/meow_924.wav,wav,
meow_852,5.0,SoundClassification/data/audio/negative/meow_852.wav,wav,
meow_861,5.0,SoundClassification/data/audio/negative/meow_861.wav,wav,
meow_908,5.0,SoundClassification/data/audio/negative/meow_908.wav,wav,
meow_1664,5.0,SoundClassification/data/audio/negative/meow_1664.wav,wav,
meow_191,5.0,SoundClassification/data/audio/negative/meow_191.wav,wav,
meow_945,5.0,SoundClassification/data/audio/negative/meow_945.wav,wav,
